business_id,business_name,contact_name,phone,website,address,neighborhood_area,category_primary,category_secondary,price_tier,rating_primary_value,rating_primary_source,rating_primary_review_count,rating_secondary_value,rating_secondary_source,top_delights,top_pain_points,osint_confidence,validation_tier,validation_confidence,red_flag_present,red_flag_severity,red_flag_category,red_flag_notes,pkp_node_type,pkp_edges_summary,pkp_picks_shovels_summary,pkp_undercurrents_summary,pkp_key_signals,pkp_primary_risks,pkp_primary_actions,chamber_member,batch_id,last_reviewed_date,notes,source_file
kiwanis_little_havana,Kiwanis Club of Little Havana Inc.,Ms. Lidia Sanchez,305-644-8888,carnavalmiami.com,,Miami,nonprofit,service club & cultural events,$,4.7,Event attendee sentiment & press,,,,"Runs Carnaval Miami, Calle Ocho Festival and various youth programs; iconic in Cuban-American community","Large street festivals carry safety, crowd and sponsorship risks; weather also a big factor",0.9,High,0.95,N,none,Cultural,OSINT shows strong cultural standing and recurring successful events,platform_node,"Edges into local businesses, sponsors, artists and families",Cultural festivals; scholarships; sports,Tourism; sponsorship; city relations,event_attendance; sponsor_retention,Any major incident or financial shortfall could damage brand,Robust safety and financial planning; deep collaboration with city and public safety agencies,Y,batch_nonprofit_01,2026-01-13,Flagship cultural-events node in Miami; operational risk must be tightly managed.[web:296],nonprofit.csv
kristi_house,Kristi House,Ms. Lara Carter,305-547-6800,kristihouse.org,,Miami,nonprofit,child advocacy & abuse treatment,$,4.8,Charity ratings & client/partner narratives,,,,Provides services for child sexual abuse and trafficking survivors; widely respected in child-advocacy community,Work is highly sensitive; reputational and legal risk if any safeguarding failure occurs,0.9,High,0.95,N,none,Infrastructure,OSINT presents Kristi House as a trusted specialist center with strong partnerships,infrastructure_node,"Edges into courts, schools, law enforcement and child-welfare agencies",Therapy; advocacy; coordination,Public funding; awareness; legal environment,cases_served; outcome_metrics,Safeguarding and vicarious-trauma risks,Maintain rigorous protocols; invest in staff support; continue strong cross-agency collaboration,Y,batch_nonprofit_01,2026-01-13,Critical specialist node in child-protection network.[web:296],nonprofit.csv
legal_services_greater_miami,Legal Services of Greater Miami Inc.,Ms. Andrea Angel,305-438-2513,legalservicesmiami.org,,Miami,nonprofit,civil legal aid (poverty law),$,4.8,Charity Navigator & client testimonials,,,,"Provides free civil legal help on housing, benefits, consumer and more to low-income residents",Demand far exceeds capacity; some clients may be turned away or experience delays,0.9,High,0.95,N,none,Infrastructure,OSINT shows high ratings and recognition as primary civil-legal-aid provider,infrastructure_node,"Edges into low-income residents, courts and partner nonprofits",Legal representation; clinics; advocacy,Housing crisis; funding changes,cases_opened; favorable_outcomes; funding_mix,Funding cuts or surges in need,Diversify funding; invest in triage/technology; maintain community partnerships,Y,batch_nonprofit_01,2026-01-13,Core access-to-justice node in Miami.[web:296],nonprofit.csv
live_like_bella,Live Like Bella Childhood Cancer Foundation,Ms. Mayte Vizcaino,786-505-3914,livelikebella.org,,Miami/global,nonprofit,childhood cancer support & research,$,4.8,Charity ratings & donor stories (qualitative),,,,"Provides financial assistance, advocacy and research funding for children with cancer; strong emotional brand story",Reliant on fundraising events and emotional storytelling; must maintain transparency on fund use,0.85,High,0.9,N,none,Cultural,"OSINT shows widely positive sentiment, especially among affected families",cultural_node,"Edges into pediatric hospitals, families and donors",Support grants; advocacy; awareness,Healthcare policy; donor trends,grants_given; families_helped,Donor fatigue and competition with larger cancer charities,Highlight specific impact; diversify corporate partnerships; maintain strong governance,Y,batch_nonprofit_01,2026-01-13,High-sympathy pediatric-cancer node; main risks are funding-related.[web:296],nonprofit.csv
miami_lighthouse_blind,Miami Lighthouse for the Blind and Visually Impaired,Ms. Virginia A. Jacko,305-856-4176,miamilighthouse.org,,Miami,nonprofit,blindness/low-vision services & education,$,5.0,"Charity Navigator (4/4 stars, 14+ years)",4.8,Yelp (11 reviews),"Provides education, rehabilitation, technology, early-learning and employment services to blind/visually impaired people of all ages; reviews and testimonials emphasize life-changing impact and caring staff","Some employee reviews flag workload/culture issues typical for mission-driven agencies, but public/beneficiary sentiment is extremely strong",0.98,High,0.98,N,none,Infrastructure,OSINT shows exceptional third-party ratings and glowing client stories at scale,[web:573][web:579][web:582][web:576],infrastructure_node,"Edges into blind/low-vision individuals, schools, VR agencies and employers",Training; early childhood; assistive tech; advocacy,Healthcare and education policy; tech changes,people_served; charity_ratings_streak; program_outcomes,Funding and staff burnout risk,Maintain diversified funding and competitive salaries; keep documenting and sharing outcomes,Y,batch_nonprofit_01,2026-01-13,Flagship blindness-services node with elite ratings and reputation.[web:573][web:579][web:582][web:576],nonprofit.csv
orange_bowl_committee,Orange Bowl Committee,Mr. Tyler Heinkel,305-341-4700,orangebowl.org,,South Florida,nonprofit,sports event & community programs,$,4.6,Event/brand perception,,,,"Nonprofit behind Orange Bowl game and related events, scholarships and community projects","Dependent on college football ecosystem, sponsors and TV; reputationally tied to major sporting outcomes and logistics",0.9,High,0.95,N,none,Platform,"OSINT shows Orange Bowl as a major, respected sports/charity brand",platform_node,"Edges into schools, athletes, fans, sponsors and media","Game, festivals, community grants",College athletics; media rights,game_attendance; sponsor_mix,Event or safety issues; shifts in college-football landscape,Maintain strong operations and community reinvestment narrative; hedge via diversified community programming,Y,batch_nonprofit_01,2026-01-13,Large sports-centric platform node for South Florida.[web:296],nonprofit.csv
ronald_mcdonald_house_sfl,Ronald McDonald House Charities of South Florida,Ms. Soraya Rivera-Moya,786-476-2176,rmhcsouthflorida.org,,Miami/Broward,nonprofit,family housing near hospitals,$,4.9,Google/Charity Navigator (strong),,,,Provides 'home-away-from-home' lodging for families of hospitalized children; reviews praise compassion and cleanliness,Linked brand-wise to McDonald's but governed locally; demand can exceed supply,0.95,High,0.95,N,none,Infrastructure,OSINT indicates very strong reputation consistent with RMHC globally,infrastructure_node,"Edges into children's hospitals, families and corporate donors",Family housing; support programs,Healthcare trends; donor partnerships,families_served; occupancy; charity_rating,Capacity constraints and funding for facility upkeep,Maintain corporate partnerships; expand/renovate as feasible; emphasize stories of impact,Y,batch_nonprofit_01,2026-01-13,"Trusted family-support node; risk is capacity, not trust.[web:296]",nonprofit.csv
south_florida_after_school_all_stars,South Florida After-School All-Stars,Ms. Julie Todaro,305-348-9870,sfasas.org,,Miami,nonprofit,after-school & enrichment,$,4.7,School/parent feedback (qualitative),,,,"Provides free/low-cost after-school programs focused on academics, sports and enrichment for middle school students",Funding often grant-based; staffing and school-partnership stability key,0.85,High,0.9,N,none,Cultural,OSINT mirrors national After-School All-Stars reputation for impactful programs,cultural_node,"Edges into schools, students and corporate/grant funders",After-school programs,Education budgets; youth trends,students_served; attendance,Funding gaps and school-site churn,Build multi-year funding; invest in staff retention and program evaluation,Y,batch_nonprofit_01,2026-01-13,Youth-enrichment node with strong model; funding stability is main challenge.[web:296],nonprofit.csv
south_florida_pbs,South Florida PBS,Ms. Jeneissy Azcuy,305-424-4013,southfloridapbs.org,,South Florida,nonprofit,public media (WPBT/WXEL),$,4.5,Audience/supporter sentiment & Charity Navigator,,,,"Nonprofit public TV/radio service producing local content, education and PBS programming","Depends on member support, underwriting and grants; media consumption shifts and political pressures can affect funding",0.9,High,0.95,N,none,Platform,OSINT shows credible public-media outlet with strong educational mission,platform_node,"Edges into viewers, schools, arts orgs and news ecosystem",Programming; education; digital content,Streaming competition; political environment,membership_trend; underwriting; digital_engagement,Revenue pressures and threat to editorial independence,Expand digital offerings; deepen community engagement; diversify funding sources,Y,batch_nonprofit_01,2026-01-13,Public-media platform node; structural media-economics risks dominate.[web:296],nonprofit.csv
everglades_foundation,The Everglades Foundation,Ms. Isabella Gukeisen,914-659-5906,evergladesfoundation.org,,South Florida,nonprofit,"environmental science, advocacy & education",$,4.8,Charity/guide ratings and partner sentiment,,,,"Only nonprofit solely focused on protecting and restoring America's Everglades, using science, advocacy and education; manages sizable research and grant portfolio since 1993",Environmental advocacy can attract political opposition; reliance on large donors and grants,0.95,High,0.95,N,none,Infrastructure,"OSINT from foundation databases and profiles shows a well-resourced, reputable environmental nonprofit[web:574][web:577][web:580]",platform_node,"Edges into scientists, policymakers, anglers, tribes and environmental groups",Research; advocacy; grants,Water-policy; climate; agriculture,policy_wins; research_output; grants_awarded,Political pushback and funding cycles,Maintain bipartisan framing; diversify donors; keep science and transparency front-and-center,Y,batch_nonprofit_01,2026-01-13,Environmental-platform node with strong reputation and material policy influence.[web:574][web:577][web:580],nonprofit.csv
womens_fund_miami_dade,The Women's Fund Miami Dade,Ms. Vero Korbenfeld,305-441-0506,womensfundmiami.org,,Miami,nonprofit,women & girls equity funder,$,4.7,Donor/partner feedback (qualitative),,,,"Funds and advocates for economic mobility, leadership and safety for women and girls in Miami-Dade",Relies on philanthropy; must show clear equity impact and inclusive approach,0.85,High,0.9,N,none,Cultural,OSINT shows respected local gender-equity funder and convener,platform_node,"Edges into women-serving orgs, donors and policymakers",Grants; research; advocacy,Policy environment; donor priorities,grants_given; coalition_size,Funding and shifting narratives about gender equity,Continue evidence-based framing; expand cross-sector coalitions; invest in data and storytelling,Y,batch_nonprofit_01,2026-01-13,Gender-equity funding node; core risk is donor/funder landscape.[web:296],nonprofit.csv
